survived,age,sibsp,parch,fare,adult_male,alone,familysize,isalone,hascabin,pclass_2,pclass_3,sex_male,embarked_Q,embarked_S,class_Second,class_Third,who_man,who_woman,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,embark_town_Queenstown,embark_town_Southampton,alive_yes,agegroup_teen,agegroup_youngadult,agegroup_adult,agegroup_senior
0,-0.5466492741972262,-0.5305986490832921,-0.49715690120713385,-0.5268249741206591,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.4026980477232369,0.48400949940768595,-0.49715690120713385,-0.5172329930502192,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1,0.10113124493572544,0.48400949940768595,-0.49715690120713385,1.5071546118661328,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
1,-0.18677120801225305,-0.5305986490832921,-0.49715690120713385,-0.5138757996755652,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,0.8928629905426663,0.48400949940768595,-0.49715690120713385,-0.147941721838281,True,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0.17310685817272006,-0.5305986490832921,-0.49715690120713385,0.7976683848213292,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
0,0.029155631698730814,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,-0.9785029536191938,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False
0,-0.18677120801225305,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,1.540643509675618,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0.6049605375946878,0.48400949940768595,-0.49715690120713385,1.060647893037153,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False
0,-0.5466492741972262,-0.5305986490832921,-0.49715690120713385,-0.4865386536248113,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,-0.76257611390821,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False
0,-0.654612694052718,-0.5305986490832921,-0.49715690120713385,-0.5268249741206591,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.8345517271452046,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
0,-0.4026980477232369,2.513225796389642,0.6984596955609427,-0.17735649098889217,False,False,2.018589330757467,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0.3890336978837039,0.48400949940768595,-0.49715690120713385,0.9354725400679115,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,-0.04281998153826381,-0.5305986490832921,-0.49715690120713385,-0.5167533939966972,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,2.1164484155715746,-0.5305986490832921,-0.49715690120713385,-0.40692521074015975,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,-1.7702346992261346,3.52783394488062,1.894076292329019,-0.06377208794517043,False,False,3.337401026852345,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
0,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5210697854783951,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,1.0368142170166554,0.48400949940768595,-0.49715690120713385,-0.16712568397916092,True,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,-1.554307859515151,-0.5305986490832921,1.894076292329019,-0.16232969344394094,False,False,0.6997776346625885,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
0,-0.76257611390821,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0.24508247140971468,-0.5305986490832921,-0.49715690120713385,-0.43042556436273766,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.4026980477232369,0.48400949940768595,-0.49715690120713385,-0.3886198740653321,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0,-0.04281998153826381,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.5466492741972262,-0.5305986490832921,-0.49715690120713385,-0.5292229693882691,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0.029155631698730814,-0.5305986490832921,-0.49715690120713385,-0.5273045731741811,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1.0368142170166554,1.498617647898664,-0.49715690120713385,1.060647893037153,True,False,0.6997776346625885,-1.1487065017744675,0.0,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0,-0.3307224344862423,-0.5305986490832921,-0.49715690120713385,-0.5167533939966972,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
1,-0.4026980477232369,-0.5305986490832921,1.894076292329019,-0.38774124859927983,False,False,0.6997776346625885,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,0.5329849243576932,0.48400949940768595,0.6984596955609427,0.3422890835021923,True,False,0.6997776346625885,-1.1487065017744675,0.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False
0,1.7565703493866016,0.48400949940768595,-0.49715690120713385,-0.16712568397916092,True,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5268249741206591,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.04281998153826381,0.48400949940768595,0.6984596955609427,-0.46519649574308247,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
0,2.3323752552825585,-0.5305986490832921,-0.49715690120713385,-0.15657450480167695,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0.029155631698730814,0.48400949940768595,-0.49715690120713385,-0.35704690917387194,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0.8208873773056716,-0.5305986490832921,1.894076292329019,-0.2781528648695034,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,-0.04281998153826381,-0.5305986490832921,1.894076292329019,-0.3734338496346116,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1,0.5329849243576932,-0.5305986490832921,-0.49715690120713385,0.8534611019156501,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1,0.029155631698730814,-0.5305986490832921,-0.49715690120713385,0.9935040255440734,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False
1,0.3890336978837039,-0.5305986490832921,-0.49715690120713385,9.162595276825252,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1,1.4686678964386233,-0.5305986490832921,0.6984596955609427,-0.16712568397916092,False,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
1,-1.914185925700124,3.52783394488062,1.894076292329019,-0.06377208794517043,False,False,3.337401026852345,-1.1487065017744675,0.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
0,1.6126191229126126,0.48400949940768595,0.6984596955609427,0.8620938848790461,True,False,0.6997776346625885,-1.1487065017744675,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0.748911764068677,-0.5305986490832921,-0.49715690120713385,-0.6659086996420385,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5172329930502192,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0,0.46100931112069854,-0.5305986490832921,-0.49715690120713385,-0.46447709716279945,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,-0.9785029536191938,3.52783394488062,0.6984596955609427,0.09545479782413278,True,False,2.677995178804906,-1.1487065017744675,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,-0.3307224344862423,0.48400949940768595,-0.49715690120713385,-0.5167533939966972,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False
1,2.0444728023345804,-0.5305986490832921,0.6984596955609427,2.278110090402744,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True
1,0.3890336978837039,-0.5305986490832921,-0.49715690120713385,1.9360753926005676,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,0.5329849243576932,-0.5305986490832921,-0.49715690120713385,-0.07120587327476138,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,-0.3307224344862423,-0.5305986490832921,-0.49715690120713385,-0.6659086996420385,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False
1,0.8208873773056716,-0.5305986490832921,0.6984596955609427,-0.2918214378948803,False,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
0,0.5329849243576932,-0.5305986490832921,0.6984596955609427,-0.09614502405790527,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,2.404350868519553,0.48400949940768595,-0.49715690120713385,0.8296403761253194,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True
0,1.10878983025365,-0.5305986490832921,-0.49715690120713385,-0.5172329930502192,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,-0.04281998153826381,-0.5305986490832921,-0.49715690120713385,-0.6659086996420385,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-1.6262834727521454,3.52783394488062,0.6984596955609427,-0.10717580228891121,False,False,2.677995178804906,-1.1487065017744675,0.0,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1,0.3890336978837039,0.48400949940768595,0.6984596955609427,-0.2774334662892204,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,2.5483020949935424,-0.5305986490832921,-0.49715690120713385,-0.5172329930502192,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,-0.11479559477525843,-0.5305986490832921,-0.49715690120713385,-0.5152340241951395,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.9785029536191938,-0.5305986490832921,-0.49715690120713385,-0.48366105930367936,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,-0.76257611390821,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False
0,0.5329849243576932,-0.5305986490832921,-0.49715690120713385,-0.16712568397916092,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0.24508247140971468,-0.5305986490832921,-0.49715690120713385,-0.4997276275966662,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0.029155631698730814,-0.5305986490832921,-0.49715690120713385,-0.48366105930367936,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False
0,-0.5466492741972262,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0.8928629905426663,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False
1,-0.5466492741972262,-0.5305986490832921,-0.49715690120713385,-0.5172329930502192,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
1,-0.25874682124924764,-0.5305986490832921,-0.49715690120713385,0.8467467151663419,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,-0.76257611390821,0.48400949940768595,-0.49715690120713385,1.0813512249795907,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
0,0.46100931112069854,-0.5305986490832921,-0.49715690120713385,-0.4189151870782097,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.49613063469525126,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.43868585434173424,-0.5305986490832921,-0.49715690120713385,-0.5272240005331894,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,-1.9861615389371186,0.48400949940768595,1.894076292329019,2.2414207628083114,False,False,1.3591834827100278,-1.1487065017744675,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0.5329849243576932,-0.5305986490832921,-0.49715690120713385,-0.08079785434520134,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False
1,1.4686678964386233,-0.5305986490832921,0.6984596955609427,4.082520956638269,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
1,-0.4026980477232369,1.498617647898664,-0.49715690120713385,-0.21988157986658066,True,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
0,-0.76257611390821,-0.5305986490832921,-0.49715690120713385,-0.6659086996420385,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,-0.04281998153826381,-0.5305986490832921,-0.49715690120713385,-0.4289867672021716,False,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1,-2.0638952012330725,0.48400949940768595,1.894076292329019,2.2414207628083114,False,False,1.3591834827100278,-1.1487065017744675,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
1,0.5329849243576932,-0.5305986490832921,-0.49715690120713385,1.4612723296137906,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1,-0.9065273403821993,0.48400949940768595,-0.49715690120713385,1.4232247774997833,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
0,0.029155631698730814,0.48400949940768595,-0.49715690120713385,-0.20549360826092072,True,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0.029155631698730814,-0.5305986490832921,-0.49715690120713385,0.4262189178685419,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,0.9293969792578949,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1,-0.8345517271452046,1.498617647898664,1.894076292329019,4.367483367071326,False,False,2.018589330757467,-1.1487065017744675,0.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
0,-0.25874682124924764,0.48400949940768595,0.6984596955609427,-0.16712568397916092,False,False,0.6997776346625885,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0.9648386037796609,0.48400949940768595,0.6984596955609427,-0.16232969344394094,True,False,0.6997776346625885,-1.1487065017744675,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,-0.25874682124924764,-0.5305986490832921,-0.49715690120713385,-0.5152340241951395,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,-0.4026980477232369,0.48400949940768595,-0.49715690120713385,-0.16712568397916092,False,False,0.04037178661514938,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,1.7565703493866016,-0.5305986490832921,-0.49715690120713385,-0.3973332296697198,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0.10113124493572544,-0.5305986490832921,1.894076292329019,2.4968878314497664,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,0.748911764068677,0.48400949940768595,0.6984596955609427,1.9143342083063086,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
0,-0.18677120801225305,-0.5305986490832921,-0.49715690120713385,-0.5144359713700789,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0.029155631698730814,-0.5305986490832921,-0.49715690120713385,-0.4289867672021716,False,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
1,-0.5466492741972262,0.48400949940768595,0.6984596955609427,-0.10957379755652119,False,False,0.6997776346625885,-1.1487065017744675,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,0.46100931112069854,-0.5305986490832921,-0.49715690120713385,1.9360753926005676,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
0,2.260399642045564,-0.5305986490832921,-0.49715690120713385,-0.5462487357883,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0.46100931112069854,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,False,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
1,0.10113124493572544,0.48400949940768595,0.6984596955609427,-0.2721578767004784,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,-0.9785029536191938,-0.5305986490832921,0.6984596955609427,0.4463620781164657,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
1,-0.4026980477232369,1.498617647898664,-0.49715690120713385,-0.21988157986658066,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
0,1.1447776368721474,-0.5305986490832921,-0.49715690120713385,-0.11916577862696115,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0.6049605375946878,-0.5305986490832921,0.6984596955609427,2.278110090402744,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,-0.9785029536191938,1.498617647898664,-0.49715690120713385,-0.3205973811062002,True,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,0.5329849243576932,0.48400949940768595,-0.49715690120713385,1.898027840486561,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
0,-0.04281998153826381,0.48400949940768595,-0.49715690120713385,0.6117431789405632,True,False,0.04037178661514938,-1.1487065017744675,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0.8208873773056716,-0.5305986490832921,-0.49715690120713385,1.9143342083063086,False,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
1,1.10878983025365,-0.5305986490832921,-0.49715690120713385,-0.5114778044079552,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False
0,1.10878983025365,-0.5305986490832921,-0.49715690120713385,0.015121956359198187,True,True,-0.6190340614322898,0.8705443892371525,0.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,-1.9861615389371186,0.48400949940768595,0.6984596955609427,-0.16712568397916092,False,False,0.6997776346625885,-1.1487065017744675,0.0,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
1,-0.4026980477232369,2.513225796389642,1.894076292329019,4.379473343409376,False,False,2.677995178804906,-1.1487065017744675,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,-0.11479559477525843,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0.46100931112069854,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,True,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,-0.4026980477232369,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,False,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False
1,0.748911764068677,-0.5305986490832921,-0.49715690120713385,-0.41651719181059965,False,True,-0.6190340614322898,0.8705443892371525,0.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
1,-0.4026980477232369,0.48400949940768595,-0.49715690120713385,-0.35704690917387194,False,False,0.04037178661514938,-1.1487065017744675,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,-1.914185925700124,0.48400949940768595,0.6984596955609427,-0.36088370160204797,False,False,0.6997776346625885,-1.1487065017744675,0.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
